Sentiment,News Headline,clean_text,sentiment_encoded
neutral,Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,finnish electrical component maker salcomp oyj hel salv announced today launch latest twist charger platform,1
negative,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",finnish soapstone processing fireplace maker tulikivi oyj said february would cut less job fireplace sale organization production facility subsidiary kermansavi oy,0
negative,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",finnish suominen flexible packaging ltd owned local textile company suominen corporation group hel suyv said today would start employee negotiation concerning entire personnel finland,0
negative,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",finnish vaahto group provides papermaking technology process machinery starting negotiation concerning temporary layoff employee company plant hollola tampere finland,0
neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",fortum looking invest several new production unit including new wastefired unit brista combined heat power chp plant biofuelsbased production unit vartan chp plant,1
neutral,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,get midnighttrader realtime report delayed,1
neutral,Global life science industry is strictly regulated by international and national authorities .,global life science industry strictly regulated international national authority,1
negative,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,said losing five family month economy many make alternative arrangement save money,0
neutral,His resignation will take effect immediately .,resignation take effect immediately,1
neutral,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",huhtamaki rigid plastic consumer good operation mainly europe separated new reporting segment january,1
negative,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",addition production varpaisj rvi factory stopped beginning april,0
negative,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,addition production personnel sport division given temporary layoff warning,0
neutral,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",december amer announced dismissal ceo roger talermo headed company since,1
neutral,"In Europe , the paper industry 's situation is paradoxical .",europe paper industry situation paradoxical,1
neutral,"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",parallel teliasonera decided conduct compulsory acquisition,1
negative,"In Sweden , there is an oversupply of pharmacies .",sweden oversupply pharmacy,0
negative,Incap Furniture is presently negotiating staff cuts .,incap furniture presently negotiating staff cut,0
negative,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",initially company said maximum people would made redundant parent company subsidiary,0
negative,It is a disappointment to see the plan folded .,disappointment see plan folded,0
negative,It is the most awkward thing to use if you 're holding the phone with one hand .,awkward thing use holding phone one hand,0
negative,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",jul police looking man say terrorized three male gunpoint east maple avenue afternoon shooting one kidnapping another,0
neutral,"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",jussi pesonen member sampo board since renounce seat sampo board,1
neutral,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,kesko previously published stock exchange release concerning deal february,1
negative,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,korhonen dismissed post editor chief group newspaper lapin kansa december,0
negative,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",last year upm cut production closed mill finland slashed job,0
neutral,Less than ten people will face pension agreements .,less ten people face pension agreement,1
negative,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",adp news jan finnish industrial machinery company vaahto group ltd oyj hel wats said today subsidiary vaahto ltd would cut job finland,0
negative,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",adpnews dec finnish cutlery hand tool maker fiskars oyj abp hel fisa said today make redundant total office management staff member subsidiary iittala group ltd,0
neutral,"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",adpnews dec finnish investment group neomarkka oyj hel nembv said today furlough employee unit reka cable ltd less day starting january,1
neutral,Managing Director Timo Kohtam+�ki of Lemmink+�inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,managing director timo kohtam�ki lemmink�inen infra nevertheless point continued need infrastructure construction baltic market,1
